
Datum;Kl;NO;NO2;NOx;CO;CO2;PM10
2024-06-03;10:45:00;8.32988;13.5266;26.2547;0.379188;396.57;37.7696
2024-06-03;11:00:00;11.429;25.9443;43.4079;0.453777;408.767;37.5275
2024-06-03;11:15:00;14.3435;27.9932;49.9101;0.446101;401.966;39.5732
2024-06-03;11:30:00;12.5553;30.3931;49.5776;0.395068;402.02;38.3762
2024-06-03;11:45:00;14.2502;22.8928;44.6672;0.292029;407.25;28.5257
2024-06-03;12:00:00;8.22955;21.278;33.8527;0.388515;405.042;40.3238
2024-06-03;12:15:00;15.9857;26.2585;50.6846;0.523828;408.492;41.4507
2024-06-03;12:30:00;12.0524;21.094;39.5101;0.365977;404.196;41.1454
2024-06-03;12:45:00;20.0082;28.1475;58.72;0.912277;412.137;46.2242
2024-06-03;13:00:00;15.9885;21.4745;45.9048;0.454305;409.225;41.408
2024-06-03;13:15:00;9.57317;26.9512;41.579;0.441422;407.952;28.8623
2024-06-03;13:30:00;8.88452;22.7227;36.2983;0.43126;406.302;26.5381
2024-06-03;13:45:00;20.1355;39.0405;69.8076;0.509969;408.429;38.5846
2024-06-03;14:00:00;10.7114;26.8578;43.2249;0.577361;405.889;26.5371
2024-06-03;14:15:00;11.8898;27.9115;46.0792;0.470389;410.25;39.1672
2024-06-03;14:30:00;7.8617;24.2791;36.2918;0.363784;408.927;53.0122
2024-06-03;14:45:00;8.29691;22.2076;34.8853;0.506071;406.696;82.2466
2024-06-03;15:00:00;9.97809;23.1046;38.3511;0.490712;403.38;67.8131
2024-06-03;15:15:00;11.7171;28.3979;46.3017;0.588487;416.519;51.7605
2024-06-03;15:30:00;11.1287;28.8145;45.8192;0.448874;406.295;58.945
2024-06-03;15:45:00;23.503;43.3788;79.2914;0.584914;420.117;81.7825
2024-06-03;16:00:00;49.7968;20.909;96.9985;0.431051;427.357;19.5015
2024-06-03;16:15:00;21.4677;48.0737;80.8763;0.524052;432.203;21.218
2024-06-03;16:30:00;18.0063;36.2335;63.7472;0.499915;413.104;22.9124
2024-06-03;16:45:00;10.4274;36.4375;52.3705;0.475007;406.199;40.1946
2024-06-03;17:00:00;8.61894;31.3379;44.5076;0.290339;404.481;50.3657
2024-06-03;17:15:00;5.56867;22.4101;30.919;0.327943;402.033;56.8646
2024-06-03;17:30:00;5.02534;23.7293;31.4081;0.357779;408.736;55.2515
2024-06-03;17:45:00;7.1842;33.7667;44.7441;0.314938;408.426;14.4222
2024-06-03;18:00:00;9.85478;36.2142;51.2723;0.403941;413.349;21.1032
2024-06-03;18:15:00;22.7503;56.3578;91.1204;0.517042;428.669;11.6054
2024-06-03;18:30:00;8.97359;26.8462;40.5579;0.402801;405.241;18.2809
2024-06-03;18:45:00;11.1978;29.1859;46.2961;0.4652;406.79;24.9646
2024-06-03;19:00:00;11.1249;23.5219;40.5208;0.405923;403.636;18.4324
2024-06-03;19:15:00;6.51731;23.2615;33.22;0.465875;403.089;30.6792
2024-06-03;19:30:00;6.5396;27.8134;37.8059;0.400836;403.322;34.1094
2024-06-03;19:45:00;8.08644;20.6507;33.0068;0.462307;400.174;26.7928
2024-06-03;20:00:00;7.95457;16.8605;29.0151;0.492342;397.019;15.0127
2024-06-03;20:15:00;4.54909;13.3551;20.3061;0.383134;397.015;3.92045
2024-06-03;20:30:00;7.25748;15.0843;26.1737;0.226307;397.638;8.03313
2024-06-03;20:45:00;4.14583;12.6165;18.9514;0.228873;399.1;14.348
2024-06-03;21:00:00;7.53057;15.4819;26.9886;0.243504;398.595;19.9029
2024-06-03;21:15:00;6.74995;13.2606;23.5746;0.34468;399.083;25.2134
2024-06-03;21:30:00;8.28395;18.3568;31.0147;0.441472;402.704;30.0383
2024-06-03;21:45:00;2.01911;9.90665;12.9918;0.405042;397.689;35.9603
2024-06-03;22:00:00;3.38873;17.4144;22.5924;0.393433;402.73;29.7805
2024-06-03;22:15:00;2.9114;12.1263;16.575;0.160478;401.819;28.8414
2024-06-03;22:30:00;7.3161;21.7878;32.9669;0.188679;403.014;28.2451
2024-06-03;22:45:00;3.00748;7.84682;12.4422;0.293046;394.764;15.7812
2024-06-03;23:00:00;4.26793;11.824;18.3453;0.395415;395.111;20.6246
2024-06-03;23:15:00;6.67207;12.4434;22.6383;0.338357;395.569;26.5881
2024-06-03;23:30:00;6.83023;16.9062;27.3428;0.43802;398.377;29.7607
2024-06-03;23:45:00;7.67198;9.59171;21.3145;0.437083;397.998;36.7556
2024-06-04;00:00:00;7.87854;8.68945;20.7279;0.347409;397.723;30.1599
2024-06-04;00:15:00;1.48159;4.00639;6.27027;0.295021;395.921;16.5783
2024-06-04;00:30:00;2.14734;4.79868;8.07982;0.24369;397.162;8.59865
2024-06-04;00:45:00;1.44204;4.23598;6.43943;0.407153;399.089;7.26231
2024-06-04;01:00:00;1.36706;3.7282;5.81707;0.499307;396.976;4.54637
2024-06-04;01:15:00;4.99381;3.97264;11.6032;0.761899;399.092;10.76
2024-06-04;01:30:00;2.24878;4.33466;7.7708;1.09861;398.334;16.3423
2024-06-04;01:45:00;1.70863;6.05824;8.66902;0.575698;397.884;12.2358
2024-06-04;02:00:00;1.29139;4.10313;6.07636;0.892673;399.668;12.9905
2024-06-04;02:15:00;2.01244;5.96918;9.04419;1.1597;400.823;16.7713
2024-06-04;02:30:00;3.46274;10.4659;15.757;0.782602;401.396;16.0915
2024-06-04;02:45:00;1.89887;5.03299;7.93446;0.665941;399.751;13.8442
2024-06-04;03:00:00;1.86831;3.38134;6.23611;0.385067;398.404;11.0373
2024-06-04;03:15:00;0.893575;2.79622;4.16161;0.454964;399.132;8.40121
2024-06-04;03:30:00;4.99793;5.53862;13.1755;0.584616;398.606;11.0091
2024-06-04;03:45:00;1.15077;3.37295;5.13132;0.60583;398.275;8.10951
2024-06-04;04:00:00;1.16083;2.38654;4.16028;0.31021;397.011;9.35397
2024-06-04;04:15:00;1.15416;2.59319;4.35675;0.259598;398.592;10.3473
2024-06-04;04:30:00;1.16469;2.424;4.20364;0.272511;396.73;10.9931
2024-06-04;04:45:00;0.959046;1.9808;3.44622;0.280152;398.788;13.6411
2024-06-04;05:00:00;0.826469;2.71541;3.97826;0.380933;398.917;20.9467
2024-06-04;05:15:00;2.558;2.61206;6.52068;0.286913;400.311;17.3221
2024-06-04;05:30:00;2.90867;2.47528;6.91973;0.28018;399.67;13.6978
2024-06-04;05:45:00;3.44523;6.76308;12.0274;0.311482;400.945;12.2943
2024-06-04;06:00:00;7.4372;2.34047;13.7045;0.195479;402.39;18.5709
2024-06-04;06:15:00;10.896;3.73973;20.3889;0.249147;402.221;28.7637
2024-06-04;06:30:00;5.33896;8.92926;17.0872;0.317749;402.17;19.3154
2024-06-04;06:45:00;8.06367;15.8836;28.2049;0.345441;404.848;18.7285
2024-06-04;07:00:00;10.1877;18.0421;33.6088;0.378607;406.417;7.57881
2024-06-04;07:15:00;12.0356;22.8066;41.197;0.309175;410.985;9.86401
2024-06-04;07:30:00;13.1259;22.4745;42.5309;0.370131;408.468;15.3474
2024-06-04;07:45:00;13.1268;24.6267;44.6844;0.280289;409.297;6.60697
2024-06-04;08:00:00;18.7769;21.8795;50.5706;0.321704;409.678;23.5897
2024-06-04;08:15:00;12.8063;16.3095;35.8776;0.320275;412.495;22.0645
2024-06-04;08:30:00;18.2908;12.6778;40.6262;0.32699;412.794;23.8273
2024-06-04;08:45:00;9.85385;20.55;35.6067;0.294797;409.517;13.6778
2024-06-04;09:00:00;11.7681;18.1435;36.1252;0.342681;409.023;30.2011
2024-06-04;09:15:00;13.9998;20.0398;41.4314;0.546263;408.954;35.5296
2024-06-04;09:30:00;9.01852;20.341;34.1213;0.333622;408.452;21.1897
2024-06-04;09:45:00;19.5019;28.074;57.8729;0.309443;414.503;14.4163
2024-06-04;10:00:00;17.692;22.6964;49.7298;0.362597;416.87;23.3916
2024-06-04;10:15:00;8.97371;28.3603;42.0721;0.29861;407.946;20.0052
2024-06-04;10:30:00;13.9594;24.2116;45.5416;0.335141;413.702;11.2385
2024-06-04;10:45:00;7.89837;15.1943;27.2631;0.30848;407.943;10.8167
2024-06-04;11:00:00;7.82449;8.39178;20.3476;0.28013;403.706;14.269
2024-06-04;11:15:00;9.40201;13.2345;27.6008;0.31017;406.212;20.0424
2024-06-04;11:30:00;7.37025;15.7709;27.0327;0.338429;407.673;13.3986
2024-06-04;11:45:00;7.4705;14.2245;25.6394;0.418114;405.483;16.3308
2024-06-04;12:00:00;11.2669;17.9807;35.1966;0.371562;415.097;13.3707
2024-06-04;12:15:00;9.20076;15.3237;29.3825;0.399556;409.323;21.2897
2024-06-04;12:30:00;7.68428;13.4242;25.1658;0.35668;412.958;17.9095
2024-06-04;12:45:00;11.2288;15.5493;32.7068;0.392813;408.418;11.3266
2024-06-04;13:00:00;19.8561;57.3668;87.7068;0.3901;416.568;20.2193
2024-06-04;13:15:00;10.1472;22.696;38.2009;0.331749;410.287;9.13506
2024-06-04;13:30:00;12.7881;24.0004;43.5406;0.318494;408.686;16.8082
2024-06-04;13:45:00;13.442;26.1583;46.6977;0.234615;413.191;13.0907
2024-06-04;14:00:00;12.4698;27.8207;46.8746;0.56635;418.666;15.8949
2024-06-04;14:15:00;6.89985;18.8031;29.346;0.286429;409.577;18.6038
2024-06-04;14:30:00;8.66566;19.7259;32.967;0.298003;407.896;17.7598
2024-06-04;14:45:00;10.0364;16.0248;31.3605;0.344632;406.312;12.8272
2024-06-04;15:00:00;8.0722;19.1793;31.5136;0.346615;407.395;16.297
2024-06-04;15:15:00;14.4604;16.5657;38.6613;0.355875;409.485;19.1826
2024-06-04;15:30:00;14.9978;25.3609;48.2776;0.40856;413.727;16.2695
2024-06-04;15:45:00;14.694;25.8895;48.3419;0.439587;414.088;11.2402
2024-06-04;16:00:00;11.4361;28.3141;45.7885;0.418963;411.231;15.3892
2024-06-04;16:15:00;10.6686;26.5944;42.896;0.528686;413.748;18.8768
2024-06-04;16:30:00;10.5702;26.1741;42.3254;0.381909;408.024;18.2152
2024-06-04;16:45:00;17.7834;42.5668;69.7399;0.45876;420.85;15.4524
2024-06-04;17:00:00;10.6388;26.4122;42.6683;0.449513;415.475;18.3149
2024-06-04;17:15:00;8.00705;23.9517;36.1865;0.413508;411.251;21.3597
2024-06-04;17:30:00;8.54179;19.9877;33.0396;0.378754;409.542;20.9869
2024-06-04;17:45:00;10.8577;25.2895;41.8801;0.34764;418.453;23.9118
2024-06-04;18:00:00;8.1521;20.3195;32.7759;0.481459;408.121;23.901
2024-06-04;18:15:00;10.4837;29.1033;45.1224;0.300666;410.839;24.6338
2024-06-04;18:30:00;10.9577;23.4595;40.2029;0.319901;410.354;18.1005
2024-06-04;18:45:00;8.61925;27.0471;40.2173;0.27769;414.573;16.0572
2024-06-04;19:00:00;6.42726;16.4276;26.2484;0.291855;406.186;20.9094
2024-06-04;19:15:00;41.1841;59.9416;122.871;0.381094;413.531;29.1639
2024-06-04;19:30:00;7.65446;22.3645;34.0605;0.358383;406.251;20.3443
2024-06-04;19:45:00;5.9351;15.0079;24.0767;0.47131;405.997;52.6921
2024-06-04;20:00:00;5.10411;13.2819;21.0809;0.458035;402.083;41.345
2024-06-04;20:15:00;3.94193;10.6412;16.6645;0.436746;401.543;25.4739
2024-06-04;20:30:00;5.54694;10.339;18.8147;0.480095;401.937;21.0587
2024-06-04;20:45:00;9.26636;18.6736;32.8326;0.530113;405.905;26.4217
2024-06-04;21:00:00;8.94492;20.8358;34.5037;0.341387;403.596;25.3183
2024-06-04;21:15:00;9.08099;20.5531;34.4288;0.33754;410.383;21.1457
2024-06-04;21:30:00;3.74881;11.7548;17.483;0.376102;404.225;20.5421
2024-06-04;21:45:00;10.9978;21.7042;38.5089;0.705125;408.248;20.0826
2024-06-04;22:00:00;6.72366;17.631;27.9047;0.359159;406.548;18.7786
2024-06-04;22:15:00;3.95125;8.88377;14.9213;0.345402;405.672;18.8917
2024-06-04;22:30:00;10.5708;23.8193;39.9715;0.450282;405.19;23.57
2024-06-04;22:45:00;3.93668;13.1759;19.1912;0.386791;404.503;26.6377
2024-06-04;23:00:00;3.64085;11.942;17.5052;0.436234;403.048;23.159
2024-06-04;23:15:00;4.14602;9.37401;15.7091;0.493791;402.033;22.1222
2024-06-04;23:30:00;4.84355;8.19136;15.5923;0.852879;403.604;27.0692
2024-06-04;23:45:00;4.07755;7.13754;13.368;0.967069;403.356;24.2911
2024-06-05;00:00:00;5.42213;13.6654;21.9504;0.940798;405.534;19.2014
2024-06-05;00:15:00;2.27209;15.212;18.6837;0.693513;400.574;26.3897
2024-06-05;00:30:00;2.48447;8.71411;12.5104;0.411847;400.085;24.2909
2024-06-05;00:45:00;2.18438;4.02808;7.36582;0.324388;399.724;15.7383
2024-06-05;01:00:00;1.55535;5.43002;7.8066;0.338047;397.784;18.2222
2024-06-05;01:15:00;1.6498;7.85281;10.3737;0.39066;399.116;18.4703
2024-06-05;01:30:00;1.25189;9.20076;11.1136;0.361452;401.479;20.3491
2024-06-05;01:45:00;1.22209;8.58319;10.4505;0.345238;400.665;17.7035
2024-06-05;02:00:00;0.595022;7.22906;8.13826;0.332687;399.312;18.5983
2024-06-05;02:15:00;1.18378;5.91161;7.72044;0.337519;396.431;18.8054
2024-06-05;02:30:00;0.671;4.37872;5.40401;0.317203;396.41;17.1184
2024-06-05;02:45:00;0.984507;5.14804;6.65237;0.361284;396.249;16.3836
2024-06-05;03:00:00;0.595866;5.98325;6.89374;0.358003;395.788;15.4621
2024-06-05;03:15:00;-0.270561;5.07257;4.65916;0.331789;395.225;15.9639
2024-06-05;03:30:00;0.244328;6.1917;6.56503;0.291754;396.059;16.0429
2024-06-05;03:45:00;0.801172;5.36224;6.58643;0.323869;394.902;16.6757
2024-06-05;04:00:00;1.00908;4.6888;6.23068;0.351138;394.491;16.3441
2024-06-05;04:15:00;1.19741;3.68047;5.5101;0.351751;393.385;14.1629
2024-06-05;04:30:00;1.6849;3.16925;5.74377;0.359376;393.351;13.6634
2024-06-05;04:45:00;1.13938;3.59725;5.33823;0.333799;393.25;13.9117
2024-06-05;05:00:00;2.00126;3.68494;6.74287;0.296492;392.416;15.153
2024-06-05;05:15:00;1.67026;4.32457;6.87673;0.362104;392.603;15.4854
2024-06-05;05:30:00;1.75747;5.37971;8.06511;0.347045;391.688;18.0074
2024-06-05;05:45:00;3.25322;9.02243;13.9933;0.382711;393.023;19.8497
2024-06-05;06:00:00;6.15281;17.216;26.6176;0.377373;395.829;27.3177
2024-06-05;06:15:00;10.7457;20.157;36.5764;0.382584;394.959;30.8561
2024-06-05;06:30:00;7.5414;15.534;27.0572;0.416678;397.356;28.3027
2024-06-05;06:45:00;7.61523;19.355;30.991;0.434822;396.347;32.6967
2024-06-05;07:00:00;16.1872;39.963;64.697;0.431748;403.719;28.8032
2024-06-05;07:15:00;16.0059;27.4967;51.9537;0.486493;403.478;25.9139
2024-06-05;07:30:00;14.7658;32.5165;55.0786;0.41552;406.879;29.8169
2024-06-05;07:45:00;16.4749;33.9976;59.1711;0.427425;405.271;34.5561
2024-06-05;08:00:00;13.9188;30.0176;51.2855;0.423324;408.142;37.3425
2024-06-05;08:15:00;11.3271;22.4829;39.7906;0.388245;405.991;31.8844
2024-06-05;08:30:00;16.2128;35.1138;59.8869;0.422915;414.55;29.9226
2024-06-05;08:45:00;19.5553;30.5055;60.386;0.438896;409.864;29.2841
2024-06-05;09:00:00;15.9701;29.5534;53.9557;0.422443;410.781;33.9523
2024-06-05;09:15:00;11.7315;23.3798;41.3055;0.383253;407.346;35.1833
2024-06-05;09:30:00;17.0391;26.9083;52.944;0.371318;413.717;13.4314
2024-06-05;09:45:00;19.8467;34.5499;64.8757;0.401137;418.052;18.4498
2024-06-05;10:00:00;15.7569;27.5052;51.5818;0.528445;418.988;30.742
2024-06-05;10:15:00;12.4205;22.58;41.5585;0.425347;406.936;33.716
2024-06-05;10:30:00;24.5388;11.2673;48.7625;0.415815;408.331;39.1195
2024-06-05;10:45:00;9.54568;16.7715;31.3573;0.378811;406.838;30.8208
2024-06-05;11:00:00;11.4356;18.9799;36.4535;0.409545;408.468;42.8486
2024-06-05;11:15:00;19.6925;38.0529;68.1431;0.510355;413.522;26.6815
2024-06-05;11:30:00;11.9143;19.6418;37.8469;0.381498;409.213;29.2065
2024-06-05;11:45:00;11.9428;23.2629;41.5115;0.287253;408.592;47.5637
2024-06-05;12:00:00;9.83199;16.5484;31.5717;0.302137;407.931;74.7393
2024-06-05;12:15:00;13.1229;17.3004;37.3522;0.389355;410.566;67.9464
2024-06-05;12:30:00;14.456;19.4494;41.5381;0.304366;413.378;70.4325
2024-06-05;12:45:00;17.1879;28.9449;55.2081;0.276474;417.871;49.0403
2024-06-05;13:00:00;12.5733;20.1957;39.4078;0.235072;410.129;42.1597
2024-06-05;13:15:00;14.6289;23.4847;45.8377;0.37326;415.817;52.8687
2024-06-05;13:30:00;11.513;22.9781;40.5699;0.263578;412.632;37.0959
2024-06-05;13:45:00;11.6487;18.0771;35.8763;0.281204;411.283;37.7912
2024-06-05;14:00:00;18.6852;30.4267;58.9776;0.3153;414.639;44.227
2024-06-05;14:15:00;19.5421;30.5721;60.4324;0.367509;413.995;39.4771
2024-06-05;14:30:00;18.6472;32.4318;60.9246;0.369249;418.478;41.7858
2024-06-05;14:45:00;10.9728;21.3259;38.0924;0.325791;409.657;39.6095
2024-06-05;15:00:00;18.9022;17.6335;46.5161;0.325135;409.955;60.0997
2024-06-05;15:15:00;11.7334;18.0438;35.9725;0.474385;411.886;89.3436
2024-06-05;15:30:00;24.4731;34.043;71.438;0.506502;419.872;65.0402
2024-06-05;15:45:00;24.7474;30.409;68.223;0.548025;413.924;62.0208
2024-06-05;16:00:00;52.9342;64.3774;145.261;0.580931;432.023;48.9767
2024-06-05;16:15:00;14.6867;28.0612;50.5024;0.513926;414.823;71.201
2024-06-05;16:30:00;19.0936;30.0035;59.1785;0.499763;421.143;43.3094
2024-06-05;16:45:00;16.8792;32.7504;58.5418;0.571553;424.915;25.2058
2024-06-05;17:00:00;17.6887;32.9788;60.007;0.658212;422.465;15.0369
2024-06-05;17:15:00;8.19958;18.6433;31.1723;0.428684;411.66;11.989
2024-06-05;17:30:00;19.5798;27.8259;57.7439;0.323016;414.144;8.28024
2024-06-05;17:45:00;12.5888;25.8874;45.123;0.349997;412.091;13.6838
2024-06-05;18:00:00;12.5782;25.5653;44.7848;0.336121;411.332;19.01
2024-06-05;18:15:00;12.2039;20.1399;38.7875;0.365809;412.735;14.8824
2024-06-05;18:30:00;9.98772;23.6566;38.9178;0.353487;409.422;24.6919
2024-06-05;18:45:00;8.97545;17.102;30.8165;0.284616;412.773;26.1318
2024-06-05;19:00:00;13.7088;27.1548;48.1018;0.261641;414.897;15.5885
2024-06-05;19:15:00;10.851;18.1631;34.7435;0.279718;406.708;20.347
2024-06-05;19:30:00;10.034;20.4867;35.8185;0.554428;405.44;15.4475
2024-06-05;19:45:00;7.06974;16.2549;27.0574;0.494628;405.325;18.0196
2024-06-05;20:00:00;7.23105;15.3442;26.3932;0.680945;406.245;3.51909
2024-06-05;20:15:00;7.71257;14.2777;26.0625;0.454536;402.876;3.51351
2024-06-05;20:30:00;7.10785;13.2991;24.1599;0.595337;403.229;9.80965
2024-06-05;20:45:00;3.21067;9.58174;14.4876;0.444269;400.453;10.2165
2024-06-05;21:00:00;5.14621;15.0463;22.9097;0.404224;402.631;13.5734
2024-06-05;21:15:00;6.9234;8.01173;18.5907;0.369869;402.046;15.9369
2024-06-05;21:30:00;5.76933;12.7776;21.5931;0.381931;402.825;14.774
2024-06-05;21:45:00;3.90362;9.32843;15.2932;0.344045;403.396;13.4441
2024-06-05;22:00:00;9.38869;16.9245;31.2704;0.41825;403.363;10.961
2024-06-05;22:15:00;6.14449;12.1969;21.5857;0.394122;405.441;13.5535
2024-06-05;22:30:00;6.24338;10.229;19.7689;0.411344;402.974;13.0841
2024-06-05;22:45:00;9.8315;17.5608;32.5834;0.442657;409.359;15.8718
2024-06-05;23:00:00;7.8333;13.9938;25.963;0.490738;407.967;18.1714
2024-06-05;23:15:00;6.57839;11.2989;21.3507;0.534865;405.305;16.82
2024-06-05;23:30:00;9.44942;16.9044;31.3431;0.394022;408.664;21.9984
2024-06-05;23:45:00;4.6698;7.88799;15.0234;0.417801;404.115;16.0322
2024-06-06;00:00:00;9.16953;16.0656;30.0766;0.398455;406.78;18.1241
2024-06-06;00:15:00;4.50555;10.6453;17.5298;0.40113;408.197;19.4817
2024-06-06;00:30:00;5.88527;10.7319;19.7246;0.402708;405.307;19.8883
2024-06-06;00:45:00;5.25494;11.9194;19.9489;0.538424;407.926;23.4028
2024-06-06;01:00:00;2.838;7.31777;11.6542;0.399684;404.653;18.6141
2024-06-06;01:15:00;4.73933;12.594;19.8357;0.349361;407.144;17.0777
2024-06-06;01:30:00;4.23143;6.4733;12.9389;0.333508;406.166;18.1256
2024-06-06;01:45:00;2.32866;7.1988;10.757;0.280101;401.584;19.2687
2024-06-06;02:00:00;5.048;11.0086;18.722;0.324705;405.887;19.7736
2024-06-06;02:15:00;4.27381;11.8572;18.3876;0.268793;407.574;17.6991
2024-06-06;02:30:00;7.53493;12.0452;23.5586;0.244257;408.553;18.9461
2024-06-06;02:45:00;4.68883;6.29752;13.462;0.227398;408.542;16.9709
2024-06-06;03:00:00;2.75603;5.35403;9.56525;0.227497;407.966;16.6221
2024-06-06;03:15:00;3.25971;5.23407;10.2149;0.224353;408.921;17.4139
2024-06-06;03:30:00;7.02873;8.15698;18.8969;0.250835;410.336;19.0535
2024-06-06;03:45:00;3.03264;6.30457;10.9384;0.222874;405.874;17.3002
2024-06-06;04:00:00;1.92381;3.21631;6.15588;0.210091;403.468;12.2277
2024-06-06;04:15:00;4.47559;8.74954;15.5883;0.179265;403.97;21.4659
2024-06-06;04:30:00;1.20176;3.51797;5.35426;0.187507;404.121;22.6722
2024-06-06;04:45:00;1.66493;3.49019;6.0342;0.188128;403.42;12.7136
2024-06-06;05:00:00;1.72338;5.6263;8.25963;0.187871;402.363;13.1248
2024-06-06;05:15:00;0.978534;2.39774;3.89293;0.212739;401.766;13.1942
2024-06-06;05:30:00;1.76304;2.44296;5.13688;0.196652;400.954;22.6031
2024-06-06;05:45:00;2.28537;2.92417;6.41621;0.190746;400.189;15.6575
2024-06-06;06:00:00;3.77323;0.920254;6.68575;0.20604;401.086;11.3684
2024-06-06;06:15:00;2.78639;2.01835;6.27596;0.153918;400.006;11.6579
2024-06-06;06:30:00;3.11963;3.61491;8.3817;0.171691;399.682;13.7527
2024-06-06;06:45:00;4.92647;7.26666;14.7943;0.195531;401.024;24.4843
2024-06-06;07:00:00;2.98724;5.83689;10.4014;0.246661;400.197;17.1472
2024-06-06;07:15:00;7.70204;11.0575;22.8263;0.213598;399.701;20.4765
2024-06-06;07:30:00;2.36172;3.49133;7.10004;0.193629;398.251;22.2474
2024-06-06;07:45:00;3.47307;12.8513;18.1581;0.171707;400.917;21.2509
2024-06-06;08:00:00;6.28797;6.70148;16.3095;0.182042;397.765;13.8909
2024-06-06;08:15:00;8.28539;6.34989;19.0099;0.206608;398.622;9.88705
2024-06-06;08:30:00;2.81313;6.0406;10.3391;0.245663;398.877;22.7596
2024-06-06;08:45:00;2.73237;2.65772;6.83279;0.254366;397.165;22.1789
2024-06-06;09:00:00;9.38409;5.62515;19.9641;0.378531;399.774;21.5751
2024-06-06;09:15:00;3.95604;2.82747;8.8723;0.345788;397.555;22.0247
2024-06-06;09:30:00;3.81151;3.82833;9.65231;0.338494;396.984;20.1252
2024-06-06;09:45:00;4.78875;8.58902;15.9062;0.335474;398.427;14.616
2024-06-06;10:00:00;6.32978;8.26218;17.9341;0.36536;398.69;17.1475
2024-06-06;10:15:00;5.9042;5.94524;14.9669;0.344335;397.526;16.6119
2024-06-06;10:30:00;3.76421;3.78526;9.53697;0.282995;397.27;11.5135
2024-06-06;10:45:00;5.18736;6.88357;14.8099;0.292146;397.787;6.44274
2024-06-06;11:00:00;4.3457;6.51882;13.1591;0.274448;399.703;25.9337
2024-06-06;11:15:00;3.73372;6.84193;12.5471;0.269189;399.647;21.5667
2024-06-06;11:30:00;6.74166;10.1606;20.4619;0.287491;400.415;22.6235
2024-06-06;11:45:00;5.89241;10.3363;19.3399;0.393589;403.562;18.6779
2024-06-06;12:00:00;5.90343;9.97189;18.9923;0.351422;400.734;25.8668
2024-06-06;12:15:00;6.52412;8.36566;18.3345;0.29502;400.368;15.6077
2024-06-06;12:30:00;8.79237;13.8108;27.2455;0.383316;400.83;8.45229
2024-06-06;12:45:00;5.60289;8.63492;17.1961;0.339194;398.957;13.6576
2024-06-06;13:00:00;5.55385;7.52055;16.0068;0.288314;401.36;12.4811
2024-06-06;13:15:00;6.63506;12.2922;22.4305;0.302144;403.942;18.1943
2024-06-06;13:30:00;9.14903;13.9908;27.9706;0.35007;403.469;30.6413
2024-06-06;13:45:00;9.97733;16.2391;31.4845;0.455996;402;27.1244
2024-06-06;14:00:00;7.9909;10.6293;22.8394;0.447928;402.903;10.4891
2024-06-06;14:15:00;6.29027;12.2839;21.8954;0.313753;404.766;28.1228
2024-06-06;14:30:00;8.28511;9.42209;22.0817;0.298165;403.778;22.617
2024-06-06;14:45:00;7.79121;13.9046;25.8096;0.366534;405.184;35.4694
2024-06-06;15:00:00;12.3726;12.3847;31.29;0.337685;405.463;23.8283
2024-06-06;15:15:00;8.81277;9.59848;23.0644;0.244142;401.322;9.39455
2024-06-06;15:30:00;6.44037;13.4869;23.3278;0.231614;402.072;6.95427
2024-06-06;15:45:00;6.56268;14.0268;24.0546;0.256887;406.194;19.0948
2024-06-06;16:00:00;7.11463;10.7745;21.6457;0.201121;403.114;9.92796
2024-06-06;16:15:00;5.72775;10.1136;18.8655;0.184898;400.283;13.2078
2024-06-06;16:30:00;6.61565;13.6632;23.7719;0.212351;402.429;21.0248
2024-06-06;16:45:00;8.12163;7.98092;20.3908;0.218523;400.854;39.5661
2024-06-06;17:00:00;7.57075;7.28883;18.8569;0.280043;401.208;34.8212
2024-06-06;17:15:00;9.81158;12.6709;27.663;0.22344;402.308;31.9847
2024-06-06;17:30:00;7.61994;12.5526;24.1959;0.323037;402.913;22.3867
2024-06-06;17:45:00;8.57085;13.7507;26.847;0.380718;403.33;25.0346
2024-06-06;18:00:00;6.14831;11.0216;20.4162;0.222816;402.062;21.0336
2024-06-06;18:15:00;6.1425;12.4283;21.814;0.33146;399.707;23.0571
2024-06-06;18:30:00;12.1624;31.9863;50.5705;1.04078;404.991;22.0649
2024-06-06;18:45:00;10.7832;20.2773;36.7541;0.682657;405.635;19.3002
2024-06-06;19:00:00;10.105;13.1977;28.6381;0.502338;401.512;19.194
2024-06-06;19:15:00;10.2537;21.2142;36.8818;0.604413;402.692;19.1014
2024-06-06;19:30:00;9.3235;12.7504;26.9967;0.503531;401.514;17.2541
2024-06-06;19:45:00;5.16779;11.1952;19.0915;0.333064;400.186;13.1699
2024-06-06;20:00:00;5.24091;13.3839;21.392;0.368927;400.068;15.4087
2024-06-06;20:15:00;6.5769;7.73831;17.7878;0.242746;399.975;31.4021
2024-06-06;20:30:00;7.24873;14.2674;25.3435;0.649302;402.173;26.7012
