
Datum;Kl;NO;NO2;NOx;CO;CO2;PM10
2024-07-06;09:00:00;3.98981;4.06724;10.1637;0.354049;413.148;6.2373
2024-07-06;09:15:00;4.08392;4.73701;10.9772;0.323763;412.908;6.82949
2024-07-06;09:30:00;2.44377;3.28616;7.02024;0.306014;413.643;9.07608
2024-07-06;09:45:00;3.6869;5.33675;10.9703;0.309491;415.479;9.41943
2024-07-06;10:00:00;4.58718;7.15736;14.1666;0.329157;414.933;10.159
2024-07-06;10:15:00;7.00028;3.79691;14.4933;0.297151;412.395;15.5252
2024-07-06;10:30:00;4.40395;7.06586;13.7951;0.346072;415.143;18.151
2024-07-06;10:45:00;4.31975;7.5017;14.1023;0.323702;414.184;13.9402
2024-07-06;11:00:00;5.90656;4.29707;13.3223;0.290522;416;9.39188
2024-07-06;11:15:00;5.23051;7.73412;15.7263;0.275528;415.366;9.91689
2024-07-06;11:30:00;5.33397;6.42073;14.571;0.304458;412.963;7.63125
2024-07-06;11:45:00;8.16154;11.614;24.0848;0.40426;417.401;9.89122
2024-07-06;12:00:00;6.99216;8.67334;19.3574;0.464507;415.191;7.71208
2024-07-06;12:15:00;4.38694;9.12617;15.8294;0.393475;415.539;9.09732
2024-07-06;12:30:00;3.79242;7.75549;13.5503;0.427087;415.131;9.75076
2024-07-06;12:45:00;9.33035;17.9548;32.2116;0.473124;420.164;10.6502
2024-07-06;13:00:00;6.80151;10.1446;20.5373;0.45093;418.413;11.2076
2024-07-06;13:15:00;8.81306;10.4417;23.9081;0.364173;416.11;8.49617
2024-07-06;13:30:00;10.708;8.94003;25.3018;0.527949;417.649;8.8965
2024-07-06;13:45:00;6.87516;9.69066;20.1959;0.400618;419.482;14.7676
2024-07-06;14:00:00;4.07545;6.47481;12.7021;0.346787;414.717;13.5316
2024-07-06;14:15:00;9.06926;10.3447;24.2026;0.440841;423.169;12.1765
2024-07-06;14:30:00;6.22361;10.1844;19.6941;0.336493;421.253;11.5956
2024-07-06;14:45:00;5.36307;4.63876;12.8335;0.463352;413.1;10.6626
2024-07-06;15:00:00;10.9933;16.1704;32.9681;0.421001;420.997;12.0355
2024-07-06;15:15:00;5.06958;7.06783;14.8141;0.389203;414.261;11.3982
2024-07-06;15:30:00;4.90246;8.30042;15.7914;0.368748;415.127;12.0972
2024-07-06;15:45:00;5.97154;7.05228;16.1768;0.377702;416.938;11.4214
2024-07-06;16:00:00;6.86993;8.69376;19.191;0.409177;416.311;11.462
2024-07-06;16:15:00;7.43558;11.9755;23.337;0.419902;418.589;12.2776
2024-07-06;16:30:00;8.95569;13.9647;27.649;0.522514;417.926;13.1923
2024-07-06;16:45:00;8.81296;12.8478;26.314;0.455086;420.773;13.4207
2024-07-06;17:00:00;9.58214;15.2218;29.8633;0.43035;420.031;17.6292
2024-07-06;17:15:00;6.52937;13.9249;23.9018;0.769115;422.876;16.7865
2024-07-06;17:30:00;8.28084;14.9806;27.6337;0.462964;425.299;14.0464
2024-07-06;17:45:00;8.20963;17.0458;29.5901;0.665459;427.959;13.3801
2024-07-06;18:00:00;6.5655;15.2818;25.3138;0.445808;424.681;14.6453
2024-07-06;18:15:00;8.96492;20.9347;34.6331;0.520389;421.562;17.7244
2024-07-06;18:30:00;4.25465;12.7725;19.2736;0.457355;419.965;17.1918
2024-07-06;18:45:00;3.30939;11.3891;16.4459;0.397671;419.628;18.0892
2024-07-06;19:00:00;8.66707;19.3862;32.6295;0.416949;423.333;20.9428
2024-07-06;19:15:00;3.22183;11.8904;16.8134;0.412809;421.518;17.9778
2024-07-06;19:30:00;4.75045;14.3742;21.6328;0.440998;425.524;18.737
2024-07-06;19:45:00;6.38262;15.1025;24.8552;0.429518;421.106;16.5332
2024-07-06;20:00:00;4.64463;13.2354;20.3324;0.424016;420.369;15.3161
2024-07-06;20:15:00;6.97119;13.9743;24.6263;0.46366;422.255;15.9084
2024-07-06;20:30:00;5.73137;15.1509;23.9085;0.514959;421.065;13.7744
2024-07-06;20:45:00;2.65952;9.8175;13.8813;0.522271;417.469;12.5285
2024-07-06;21:00:00;4.98878;13.3646;20.9874;0.551342;417.06;12.0269
2024-07-06;21:15:00;3.90147;10.4949;16.4563;0.51819;415.64;14.4743
2024-07-06;21:30:00;6.01618;11.983;21.1758;0.513336;417.351;14.3348
2024-07-06;21:45:00;6.0159;15.7849;24.9771;0.416998;419.044;13.4735
2024-07-06;22:00:00;3.19653;11.1662;16.0505;0.425769;416.341;13.4949
2024-07-06;22:15:00;1.96219;9.80956;12.8078;0.397069;414.492;11.1666
2024-07-06;22:30:00;3.21066;10.4653;15.3712;0.387343;413.233;11.5827
2024-07-06;22:45:00;3.22902;8.48923;13.4232;0.332957;413.387;10.9963
2024-07-06;23:00:00;1.19683;8.74525;10.574;0.363329;413.77;9.90643
2024-07-06;23:15:00;3.18391;11.5564;16.4214;0.443594;415.471;12.5261
2024-07-06;23:30:00;3.13999;9.91759;14.7155;0.495837;414.234;11.3922
2024-07-06;23:45:00;1.97545;7.26452;10.283;0.440006;412.922;10.4469
2024-07-07;00:00:00;2.38378;8.54227;12.1847;0.427878;413.452;14.2368
2024-07-07;00:15:00;2.26381;7.41108;10.8702;0.3415;417.772;23.0609
2024-07-07;00:30:00;6.0868;6.15913;15.4598;0.3319;419.2;19.9225
2024-07-07;00:45:00;8.10344;30.766;43.1481;0.426619;427.222;14.2708
2024-07-07;01:00:00;1.88901;10.1819;13.0683;0.419396;420.031;9.14806
2024-07-07;01:15:00;1.50802;9.72583;12.0301;0.453876;418.143;6.63686
2024-07-07;01:30:00;1.39264;9.42172;11.5497;0.357356;417.558;6.68893
2024-07-07;01:45:00;1.15851;7.2132;8.9834;0.34778;417.953;8.55078
2024-07-07;02:00:00;1.11423;4.75178;6.45432;0.336547;416.591;7.83906
2024-07-07;02:15:00;0.613056;3.39567;4.33242;0.401498;415.092;7.41713
2024-07-07;02:30:00;1.15187;4.10065;5.8607;0.406896;415.333;6.26919
2024-07-07;02:45:00;1.09293;3.82679;5.49679;0.381093;415.874;5.51256
2024-07-07;03:00:00;2.45892;5.14367;8.90091;0.37069;415.998;5.89784
2024-07-07;03:15:00;2.37077;8.44952;12.0721;0.320512;413.119;8.00494
2024-07-07;03:30:00;1.84841;4.18205;7.00642;0.297019;411.421;4.54869
2024-07-07;03:45:00;2.47679;5.09785;8.8824;0.31295;413.521;8.68552
2024-07-07;04:00:00;1.08358;3.99155;5.64726;0.385005;410.568;7.42173
2024-07-07;04:15:00;0.692916;3.27283;4.3316;0.367515;410.726;8.56621
2024-07-07;04:30:00;1.79739;5.29702;8.04343;0.411454;411.044;6.55057
2024-07-07;04:45:00;1.42898;5.15258;7.33606;0.4248;411.367;5.28177
2024-07-07;05:00:00;1.71248;3.30518;5.92185;0.395159;409.793;6.37456
2024-07-07;05:15:00;1.39315;3.20977;5.3385;0.358644;409.052;9.64336
2024-07-07;05:30:00;1.0517;2.23168;3.83867;0.290276;409.529;7.33828
2024-07-07;05:45:00;2.4437;2.34631;6.08027;0.272974;410.538;9.5029
2024-07-07;06:00:00;1.68455;1.49429;4.06828;0.265879;408.542;11.3895
2024-07-07;06:15:00;1.01437;2.17305;3.723;0.270004;410.231;9.57619
2024-07-07;06:30:00;2.0803;2.71511;5.8938;0.326075;409.805;11.5102
2024-07-07;06:45:00;1.75164;4.42445;7.10094;0.308938;410.185;9.87215
2024-07-07;07:00:00;2.05107;1.66525;4.79929;0.278804;410.854;9.45361
2024-07-07;07:15:00;1.49485;2.78284;5.06697;0.297264;411.976;9.13058
2024-07-07;07:30:00;2.78467;4.60422;8.85919;0.321071;412.826;8.35709
2024-07-07;07:45:00;3.07987;2.66561;7.37164;0.297304;412.85;7.68708
2024-07-07;08:00:00;3.26752;3.57307;8.56584;0.256166;411.897;5.54219
2024-07-07;08:15:00;2.14554;2.94181;6.22019;0.273077;412.176;7.24295
2024-07-07;08:30:00;3.20789;3.78646;8.68813;0.309159;411.657;6.47261
2024-07-07;08:45:00;3.26546;2.57018;7.55979;0.335974;410.964;7.39988
2024-07-07;09:00:00;4.14117;4.68972;11.0174;0.324817;411.315;7.16063
2024-07-07;09:15:00;1.50611;3.09016;5.39149;0.314099;410.088;7.84265
2024-07-07;09:30:00;2.7836;1.26163;5.51497;0.302176;408.831;6.46948
2024-07-07;09:45:00;1.81064;3.06194;5.82859;0.314712;408.608;7.96521
2024-07-07;10:00:00;3.78225;1.2219;7.00117;0.26624;409.31;8.94038
2024-07-07;10:15:00;5.01001;7.41619;15.0715;0.285375;411.625;10.9058
2024-07-07;10:30:00;3.53713;3.54514;8.94987;0.344729;411.724;9.52655
2024-07-07;10:45:00;4.30217;3.87759;10.4513;0.384248;413.108;8.06682
2024-07-07;11:00:00;4.2152;2.85381;9.29463;0.352663;411.188;9.05411
2024-07-07;11:15:00;2.72974;4.74652;8.91756;0.337728;411.495;8.56073
2024-07-07;11:30:00;5.05299;6.39883;14.1198;0.369958;413.842;9.01401
2024-07-07;11:45:00;4.88122;9.13432;16.5928;0.390269;412.832;12.1389
2024-07-07;12:00:00;3.68728;5.0097;10.6439;0.369892;411.917;8.90491
2024-07-07;12:15:00;4.14863;8.41714;14.7563;0.376867;412.917;8.71234
2024-07-07;12:30:00;4.26269;4.36662;10.88;0.372523;409.322;9.82018
2024-07-07;12:45:00;6.21313;7.18924;16.6829;0.350688;410.608;10.7863
2024-07-07;13:00:00;7.49331;3.8223;15.2721;0.369282;412.029;10.8628
2024-07-07;13:15:00;5.74398;6.81154;15.5883;0.277137;410.44;8.35732
2024-07-07;13:30:00;10.5421;9.5601;25.6685;0.338554;416.304;9.53918
2024-07-07;13:45:00;8.76282;10.3722;23.7618;0.582559;413.795;10.2699
2024-07-07;14:00:00;6.49876;9.54749;19.4776;0.449713;413.525;11.183
2024-07-07;14:15:00;8.01801;5.89668;18.1482;0.449365;413.029;10.0449
2024-07-07;14:30:00;6.04869;5.90893;15.1513;0.382401;410.951;9.77734
2024-07-07;14:45:00;4.28812;6.29597;12.8482;0.371837;408.575;7.96503
2024-07-07;15:00:00;5.30615;6.50587;14.6137;0.330397;408.941;8.10287
2024-07-07;15:15:00;4.81039;9.76302;17.1133;0.325722;410.667;8.7867
2024-07-07;15:30:00;12.7328;15.7726;35.2284;0.342218;414.282;9.09959
2024-07-07;15:45:00;6.99232;9.18317;19.8674;0.388206;410.649;10.0208
2024-07-07;16:00:00;3.77541;5.93667;11.7055;0.395272;408.062;10.3145
2024-07-07;16:15:00;5.74355;4.83752;13.6137;0.412177;411.094;10.3926
2024-07-07;16:30:00;5.28245;4.69833;12.7699;0.385918;410.984;20.6333
2024-07-07;16:45:00;5.51443;10.5807;19.0067;0.347616;409.618;12.7575
2024-07-07;17:00:00;7.08881;5.73719;16.5689;0.323378;413.348;16.9523
2024-07-07;17:15:00;9.9435;15.7705;30.9642;0.408935;419.229;14.8479
2024-07-07;17:30:00;10.6599;13.7535;30.0417;0.346683;416.798;15.3393
2024-07-07;17:45:00;9.47452;5.45351;19.9306;0.367681;415.779;13.0335
2024-07-07;18:00:00;6.95264;12.5969;23.2206;0.375127;416.766;10.3364
2024-07-07;18:15:00;5.29062;7.37836;15.4624;0.366738;411.312;10.8995
2024-07-07;18:30:00;4.92112;10.1227;17.6422;0.367181;410.805;15.1546
2024-07-07;18:45:00;5.05855;2.14199;9.87146;0.378345;410.939;11.1788
2024-07-07;19:00:00;5.15055;5.1123;12.9823;0.400533;411.268;8.37296
2024-07-07;19:15:00;3.97262;7.40884;13.479;0.379532;411.282;8.8756
2024-07-07;19:30:00;4.85535;7.37658;14.7955;0.41029;409.94;10.9188
2024-07-07;19:45:00;6.15602;5.52699;14.9334;0.409295;411.309;8.32768
2024-07-07;20:00:00;5.37118;9.06963;17.2768;0.427637;412.787;11.2876
2024-07-07;20:15:00;3.90407;6.19185;12.1573;0.396909;410.261;11.3134
2024-07-07;20:30:00;4.0343;6.88567;13.0501;0.400955;411.552;10.3631
2024-07-07;20:45:00;5.25965;0.945857;8.9826;0.340907;410.645;7.74925
2024-07-07;21:00:00;4.05689;7.85379;14.0527;0.41691;410.606;6.75463
2024-07-07;21:15:00;6.4623;9.16959;19.044;0.410865;414.522;8.37862
2024-07-07;21:30:00;6.02639;10.6396;19.8479;0.387884;412.251;8.09833
2024-07-07;21:45:00;8.04721;10.4469;22.7431;0.617294;413.523;7.88362
2024-07-07;22:00:00;3.25069;4.24143;9.2085;0.357664;409.904;7.50984
2024-07-07;22:15:00;3.2358;4.90489;9.8492;0.339559;409.444;11.1211
2024-07-07;22:30:00;4.94475;5.41322;12.9688;0.364687;410.639;8.35947
2024-07-07;22:45:00;4.78134;7.84222;15.1481;0.397333;409.513;6.86126
2024-07-07;23:00:00;3.42506;4.02053;9.25403;0.373275;412.232;7.36984
2024-07-07;23:15:00;3.37326;11.0883;16.2427;0.346827;409.899;7.40863
2024-07-07;23:30:00;1.9439;4.10049;7.07077;0.335593;408.459;7.10376
2024-07-07;23:45:00;3.99929;1.31603;7.42694;0.302369;408.07;6.99312
2024-07-08;00:00:00;3.73008;5.96705;11.6666;0.326385;409.442;7.115
2024-07-08;00:15:00;4.00134;6.75339;12.8674;0.319518;410.371;6.99353
2024-07-08;00:30:00;2.16045;3.12992;6.43108;0.294975;409.455;7.79001
2024-07-08;00:45:00;2.05026;1.97634;5.10913;0.28843;408.607;7.71988
2024-07-08;01:00:00;1.22934;2.06086;3.93928;0.328778;409.463;7.82908
2024-07-08;01:15:00;1.79661;2.16163;4.90685;0.385011;410.083;7.41068
2024-07-08;01:30:00;1.40877;1.78233;3.93493;0.321126;410.458;6.73697
2024-07-08;01:45:00;1.69957;2.41519;5.01214;0.335525;409.711;7.79671
2024-07-08;02:00:00;2.69168;2.98799;7.10088;0.629994;411.418;12.1192
2024-07-08;02:15:00;1.76949;3.60244;6.30621;0.578322;410.879;10.7648
2024-07-08;02:30:00;1.80555;2.83682;5.5957;0.556527;411.781;7.97514
2024-07-08;02:45:00;1.34992;2.44282;4.50549;0.520961;414.073;8.00801
2024-07-08;03:00:00;2.99681;2.71054;7.28967;0.584207;413.181;9.10297
2024-07-08;03:15:00;2.15207;3.44148;6.72984;0.460977;410.933;7.71182
2024-07-08;03:30:00;4.37286;4.7359;11.4176;0.689517;413.826;6.93767
2024-07-08;03:45:00;2.68146;2.23882;6.33609;0.479024;412.101;10.1299
2024-07-08;04:00:00;1.69176;1.11867;3.70368;0.454954;411.679;7.26803
2024-07-08;04:15:00;0.597901;1.81309;2.72668;0.345409;411.887;4.55496
2024-07-08;04:30:00;0.903403;1.26635;2.64675;0.344718;411.756;5.46454
2024-07-08;04:45:00;1.54958;1.62733;3.99509;0.350218;411.97;5.24249
2024-07-08;05:00:00;1.87173;1.9887;4.84872;0.347193;413.069;6.64394
2024-07-08;05:15:00;2.07739;2.47053;5.64478;0.309779;412.478;5.8143
2024-07-08;05:30:00;2.26449;4.12849;7.58862;0.325161;413.568;6.0603
2024-07-08;05:45:00;3.40034;5.68812;10.8838;0.355947;414.762;7.38403
2024-07-08;06:00:00;3.5127;6.77313;12.1405;0.304836;414.772;8.89859
2024-07-08;06:15:00;7.23926;8.33862;19.4002;0.342532;417.297;12.7448
2024-07-08;06:30:00;6.70255;11.2936;21.5351;0.362058;416.143;11.8413
2024-07-08;06:45:00;11.3208;13.814;31.1122;0.318802;416.371;13.5482
2024-07-08;07:00:00;7.43207;15.9982;27.3544;0.335622;415.782;10.7676
2024-07-08;07:15:00;9.49745;14.888;29.4001;0.504375;420.521;13.3591
2024-07-08;07:30:00;6.09795;13.3391;22.6567;0.445718;416.46;12.0287
2024-07-08;07:45:00;8.99805;12.2769;26.0259;0.28116;415.729;8.6626
2024-07-08;08:00:00;9.93915;12.63;27.817;0.259984;418.243;9.04134
2024-07-08;08:15:00;24.8417;27.6222;65.5802;0.302182;419.201;10.4198
2024-07-08;08:30:00;9.82735;17.1744;32.1906;0.297116;418.869;8.42226
2024-07-08;08:45:00;11.9114;16.3228;34.5234;0.305967;418.598;10.7719
2024-07-08;09:00:00;8.92595;10.1349;23.7738;0.312727;416.035;13.0183
2024-07-08;09:15:00;8.9985;10.0274;23.7771;0.324738;414.29;14.1505
2024-07-08;09:30:00;8.38661;9.36694;22.1817;0.419479;414.041;10.1118
2024-07-08;09:45:00;13.52;19.6774;40.336;0.375403;419.484;9.82736
2024-07-08;10:00:00;8.37161;12.6757;25.4676;0.352077;419.678;10.9525
2024-07-08;10:15:00;7.28327;11.1591;22.2879;0.319344;418.164;8.24271
2024-07-08;10:30:00;5.59239;14.8267;23.3719;0.303485;415.234;9.24135
2024-07-08;10:45:00;9.21971;9.61813;23.7058;0.324238;414.574;8.71175
2024-07-08;11:00:00;18.7346;14.3384;42.9649;0.327268;418.415;9.36279
2024-07-08;11:15:00;25.6759;;36.2021;0.342693;417.614;9.98782
2024-07-08;11:30:00;8.63686;16.7606;29.9577;0.372187;414.875;10.6013
2024-07-08;11:45:00;10.0372;8.02428;23.3611;0.318502;414.782;9.42635
2024-07-08;12:00:00;10.0945;9.70708;25.1314;0.319375;414.993;9.77287
2024-07-08;12:15:00;7.46616;13.4337;24.8419;0.363908;415.621;13.5936
2024-07-08;12:30:00;5.64248;10.2535;18.8752;0.369805;414.236;14.3768
2024-07-08;12:45:00;10.5528;16.1529;32.2776;0.397332;419.172;12.5888
2024-07-08;13:00:00;10.0492;13.1071;28.4623;0.437622;417.828;14.2922
2024-07-08;13:15:00;11.8626;16.3418;34.4678;0.459221;417.685;11.0729
2024-07-08;13:30:00;11.2138;21.8399;38.9747;0.449407;421.229;13.9424
2024-07-08;13:45:00;19.227;29.1518;58.5305;0.433373;423.968;18.284
2024-07-08;14:00:00;7.22336;13.3555;24.3928;0.404553;415.373;16.8937
2024-07-08;14:15:00;14.14;16.0845;37.6904;0.376324;417.772;15.9388
2024-07-08;14:30:00;13.0703;23.8424;43.8139;0.45016;417.792;14.9549
2024-07-08;14:45:00;9.71036;18.0829;32.9203;0.369833;419.179;12.6549
2024-07-08;15:00:00;10.1705;17.6496;33.19;0.342236;416.141;15.4335
2024-07-08;15:15:00;6.07716;11.7907;21.0766;0.28895;413.455;17.026
2024-07-08;15:30:00;11.6762;18.3564;36.1977;0.350153;420.361;19.3349
2024-07-08;15:45:00;11.0309;21.7443;38.5994;0.360226;422.523;8.83508
2024-07-08;16:00:00;15.9556;26.3064;50.6865;0.47568;427.414;6.62553
2024-07-08;16:15:00;15.697;31.0963;55.0814;0.52501;430.526;8.33844
2024-07-08;16:30:00;16.191;31.9131;56.6529;0.512396;425.967;7.69107
2024-07-08;16:45:00;7.85962;22.8344;34.8439;0.465874;417.826;6.86174
2024-07-08;17:00:00;4.65263;18.4337;25.5429;0.401752;411.904;7.42608
2024-07-08;17:15:00;6.73527;22.8954;33.187;0.468837;418.463;11.8215
2024-07-08;17:30:00;13.5015;16.6147;37.245;0.449918;422.704;13.5076
2024-07-08;17:45:00;8.87074;22.6363;36.1908;0.595259;421.872;15.1245
2024-07-08;18:00:00;8.29037;17.8195;30.4872;0.421131;415.627;13.4107
2024-07-08;18:15:00;3.76923;8.1768;13.9362;0.401256;410.976;15.4273
2024-07-08;18:30:00;5.25485;10.6871;18.7166;0.421345;413.202;12.822
2024-07-08;18:45:00;3.76209;8.81003;14.5585;0.404056;412.968;13.5178
2024-07-08;19:00:00;5.97982;13.8513;22.9884;0.43617;414.361;19.9214
2024-07-08;19:15:00;6.08754;10.2508;19.5526;0.429116;416.251;18.9655
2024-07-08;19:30:00;4.11882;11.4455;17.739;0.480498;415.349;17.6469
2024-07-08;19:45:00;3.19382;10.1783;15.0584;0.463015;416.409;12.7572
2024-07-08;20:00:00;3.9785;10.9873;17.0665;0.458562;413.273;13.7449
2024-07-08;20:15:00;28.5895;3.47708;47.1619;0.45922;417.018;12.1393
2024-07-08;20:30:00;4.98445;9.95599;17.5722;0.446177;413.856;15.0682
2024-07-08;20:45:00;5.97384;10.5521;19.6802;0.402782;412.075;16.8167
2024-07-08;21:00:00;4.44281;5.95637;12.745;0.453676;412.508;14.4343
2024-07-08;21:15:00;4.37167;7.17593;13.8559;0.448559;412.613;12.2635
2024-07-08;21:30:00;6.44609;6.96075;16.8104;0.460317;414.543;11.8984
2024-07-08;21:45:00;3.51769;13.3202;18.6953;0.428664;413.37;13.0751
2024-07-08;22:00:00;3.21104;10.8344;15.7408;0.457129;414.285;13.5858
2024-07-08;22:15:00;5.09503;13.0617;20.8469;0.390253;415.18;14.9438
2024-07-08;22:30:00;7.72652;7.56562;19.3718;0.378117;415.737;14.9475
2024-07-08;22:45:00;2.6579;6.77708;10.8383;0.374644;415.102;13.46
2024-07-08;23:00:00;2.96747;8.64111;13.1754;0.404544;416.419;13.7852
2024-07-08;23:15:00;2.95156;8.27039;12.7804;0.429887;415.537;11.9561
2024-07-08;23:30:00;21.8447;9.94037;43.3191;0.487286;416.395;14.0007
2024-07-08;23:45:00;1.10973;4.86937;6.56504;0.378901;415.118;12.1841
2024-07-09;00:00:00;3.981;4.81026;10.8932;0.375667;414.484;10.7025
2024-07-09;00:15:00;1.51942;5.35934;7.68102;0.311336;414.927;10.6913
2024-07-09;00:30:00;2.76138;9.70859;13.928;0.367674;416.418;12.2082
2024-07-09;00:45:00;4.17204;7.58547;13.9604;0.538152;415.817;13.2985
2024-07-09;01:00:00;3.28941;5.50687;10.5331;0.586773;414.887;19.1158
2024-07-09;01:15:00;4.22861;8.61116;15.0725;0.402079;415.259;13.5151
2024-07-09;01:30:00;3.00744;9.91376;14.5091;0.497207;418.604;14.8772
2024-07-09;01:45:00;4.35941;8.58147;15.2426;0.584025;417.558;12.1453
2024-07-09;02:00:00;1.71764;8.65579;11.2803;0.419026;416.694;10.2245
2024-07-09;02:15:00;2.87001;7.2257;11.6111;0.447557;415.846;8.8938
2024-07-09;02:30:00;1.99925;6.76018;9.81503;0.97042;415.387;12.1358
2024-07-09;02:45:00;3.85809;8.5296;14.4248;1.02846;416.579;12.9085
2024-07-09;03:00:00;4.24995;8.67891;15.1728;0.646469;415.982;11.762
2024-07-09;03:15:00;2.7405;6.8723;11.0598;0.814769;415.477;12.9735
2024-07-09;03:30:00;2.70953;6.33328;10.4734;0.925945;417.478;10.005
2024-07-09;03:45:00;1.9954;5.82283;8.8718;0.749259;415.598;11.1939
2024-07-09;04:00:00;2.59253;5.26131;9.22269;0.336979;416.402;7.91951
2024-07-09;04:15:00;1.48869;3.67859;5.95331;0.345811;416.05;7.94984
2024-07-09;04:30:00;1.98915;5.86819;8.90761;0.329802;416.653;7.18181
2024-07-09;04:45:00;3.2447;6.37115;11.3291;0.325679;417.375;7.95863
2024-07-09;05:00:00;1.4903;4.57536;6.85255;0.312761;416.485;8.46339
2024-07-09;05:15:00;1.97341;4.56087;7.57624;0.293669;418.922;10.503
2024-07-09;05:30:00;3.04052;2.23009;6.876;0.359852;415.171;8.41515
2024-07-09;05:45:00;5.1018;8.7146;16.5101;0.352378;417.086;14.8348
2024-07-09;06:00:00;5.37206;8.047;16.2555;0.352338;418.188;11.281
2024-07-09;06:15:00;3.53328;3.89315;9.29201;0.322038;417.168;14.5773
2024-07-09;06:30:00;4.9639;4.84801;12.4329;0.357742;418.782;11.2099
2024-07-09;06:45:00;9.81714;7.30185;22.3024;0.418353;423.169;17.8664
2024-07-09;07:00:00;12.7538;13.6783;33.1661;0.403657;424.83;17.6116
2024-07-09;07:15:00;7.92829;9.25777;21.3722;0.364208;422.411;14.0123
2024-07-09;07:30:00;5.84993;7.50962;16.4483;0.37043;421.271;11.4141
2024-07-09;07:45:00;15.2151;11.5357;34.7843;0.328424;424.31;12.6293
2024-07-09;08:00:00;12.3194;17.6987;36.5227;0.392518;427.42;17.0643
2024-07-09;08:15:00;9.57713;11.9729;26.6068;0.377517;424.68;18.809
2024-07-09;08:30:00;9.81752;10.9442;25.9454;0.34633;421.005;15.4727
2024-07-09;08:45:00;10.1917;11.5177;27.0906;0.283391;417.901;12.8567
2024-07-09;09:00:00;8.59718;10.3327;23.4692;0.31587;417.645;12.0439
2024-07-09;09:15:00;7.22418;7.68156;18.7201;0.344952;417.544;12.886
2024-07-09;09:30:00;7.82012;9.56496;21.5141;0.289317;414.896;11.052
2024-07-09;09:45:00;11.2991;11.2258;28.4908;0.298105;414.414;10.3636
2024-07-09;10:00:00;8.54921;9.716;22.7792;0.297876;415.073;10.6524
2024-07-09;10:15:00;6.76173;10.5254;20.8574;0.289729;414.854;10.1994
2024-07-09;10:30:00;10.4066;14.0604;29.9617;0.402379;416.807;12.4431
2024-07-09;10:45:00;8.51041;9.3288;22.3327;0.357785;414.102;11.7473
2024-07-09;11:00:00;6.7226;11.8334;22.1055;0.390809;413.603;10.767
2024-07-09;11:15:00;5.91076;10.1603;19.1919;0.371929;412.33;9.78751
2024-07-09;11:30:00;5.73826;5.50278;14.2708;0.391221;412.465;11.7696
2024-07-09;11:45:00;6.70356;6.56976;16.8128;0.361194;409.672;13.9517
2024-07-09;12:00:00;5.09219;8.42421;16.2051;0.303009;408.213;13.4121
2024-07-09;12:15:00;7.21781;9.19986;20.2287;0.217433;407.395;11.606
2024-07-09;12:30:00;9.68878;4.80083;19.6053;0.246022;408.36;14.4541
2024-07-09;12:45:00;11.3049;6.33244;23.6064;0.358395;411.023;12.4043
2024-07-09;13:00:00;6.57592;7.01558;17.0636;0.270531;410.565;11.1594
2024-07-09;13:15:00;7.48354;10.5676;22.0024;0.257773;409.466;9.72318
2024-07-09;13:30:00;10.9223;16.9344;33.6236;0.309542;415.487;10.2341
2024-07-09;13:45:00;9.28751;10.5452;24.7365;0.33699;409.724;11.8251
2024-07-09;14:00:00;8.1031;9.84462;22.2262;0.32981;408.328;10.6705
2024-07-09;14:15:00;9.1147;3.81584;17.7431;0.353039;407.511;11.1844
2024-07-09;14:30:00;9.00958;10.9989;24.7655;0.236708;407.057;11.226
2024-07-09;14:45:00;10.3695;24.1999;40.0444;0.301385;410.698;11.3673
2024-07-09;15:00:00;10.6809;13.2193;29.5398;0.268317;412.817;11.3934
2024-07-09;15:15:00;5.38247;7.54237;15.7668;0.269482;406.598;11.6317
2024-07-09;15:30:00;10.1891;14.537;30.106;0.326054;410.949;12.3054
2024-07-09;15:45:00;15.1831;15.4548;38.6546;0.346781;411.638;10.6514
2024-07-09;16:00:00;13.0241;20.4516;40.3524;0.387168;411.081;12.82
2024-07-09;16:15:00;9.36324;13.1022;27.4092;0.330218;409.802;11.8718
2024-07-09;16:30:00;12.0624;21.366;39.7973;0.476776;411.755;13.9178
2024-07-09;16:45:00;11.1751;14.9085;31.984;0.346493;413.36;12.5039
2024-07-09;17:00:00;9.10036;15.7965;29.7018;0.362685;411.043;12.9265
2024-07-09;17:15:00;5.25637;9.63965;17.6714;0.359395;405.812;12.6793
2024-07-09;17:30:00;9.70383;12.3783;27.2058;0.390802;409.571;12.4779
2024-07-09;17:45:00;10.2406;12.404;28.0517;0.451695;408.812;13.8943
2024-07-09;18:00:00;5.6649;13.6855;22.3414;0.384056;407.189;11.9181
2024-07-09;18:15:00;8.93645;12.0497;25.7047;0.48647;411.581;13.3472
2024-07-09;18:30:00;12.3923;23.3636;42.2991;0.445632;410.892;13.1363
2024-07-09;18:45:00;4.90012;9.16226;16.6496;0.425862;410.543;15.4339
2024-07-09;19:00:00;7.08563;12.0059;22.8328;0.536373;412.425;15.619
2024-07-09;19:15:00;6.09615;8.17574;17.4907;0.480797;411.875;16.2151
2024-07-09;19:30:00;4.05804;7.85382;14.0545;0.457661;406.948;16.1769
2024-07-09;19:45:00;5.19152;11.2232;19.1558;0.47134;410.675;17.0444
2024-07-09;20:00:00;4.85086;10.0937;17.5058;0.383876;407.213;15.5314
2024-07-09;20:15:00;4.66467;10.4961;17.6237;0.489824;412.148;13.2976
